"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1943-03","1943","03","-1.3","","-10.5","","-5.9","","5.6","","-26.1","","27.7","","48.8","","76.5","","","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1943-04","1943","04","5.8","","-3.6","","1.1","","20.0","","-13.9","","35.1","","25.9","","61.0","","","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1943-05","1943","05","17.9","","6.9","","12.4","","25.0","","-4.4","","141.5","","0.0","","141.5","","","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1943-06","1943","06","24.6","","13.6","","19.1","","32.2","","5.0","","174.8","","0.0","","174.8","","","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1943-07","1943","07","27.3","","15.2","","21.3","","32.2","S","8.9","","49.5","","0.0","","49.5","","","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1943-08","1943","08","24.4","","13.5","","19.0","","33.3","","8.9","","101.3","","0.0","","101.3","","","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1943-09","1943","09","18.7","","7.7","","13.2","","28.9","","-0.6","S","37.6","","0.0","","37.6","","","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1943-10","1943","10","13.1","","3.7","","8.4","","23.3","S","-4.4","","106.4","","0.0","T","106.4","","","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1943-11","1943","11","4.6","","-2.9","","0.9","","12.8","","-14.4","","43.9","","11.2","","55.1","","","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1943-12","1943","12","-4.9","","-14.5","","-9.7","","5.6","","-28.9","S","2.8","","39.1","","41.9","","","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1944-01","1944","01","-3.8","","-12.1","","-8.0","","3.3","S","-24.4","","1.0","","27.9","","29.0","","","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1944-02","1944","02","-5.0","","-15.5","","-10.3","","3.9","","-27.2","","3.6","","37.3","","40.9","","","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1944-03","1944","03","-1.1","","-10.3","","-5.7","","12.2","","-22.8","","15.2","","26.4","","41.7","","","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1944-04","1944","04","8.7","","-1.8","","3.5","","22.8","","-8.3","","55.1","","17.8","","72.9","","","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1944-05","1944","05","23.1","","9.3","","16.2","","32.8","","-2.2","","24.1","","0.0","","24.1","","","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1944-06","1944","06","23.9","","12.9","","18.4","","34.4","","5.0","","59.4","","0.0","","59.4","","","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1944-07","1944","07","28.3","","15.7","","22.0","","34.4","","8.9","","34.8","","0.0","","34.8","","","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1944-08","1944","08","29.0","","14.9","","22.0","","37.8","S","7.2","","28.2","","0.0","","28.2","","","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1944-09","1944","09","20.6","","10.4","","15.5","","27.8","","-0.6","","88.1","","0.0","","88.1","","","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1944-10","1944","10","12.7","","2.7","","7.7","","23.9","","-3.9","","29.7","","0.0","T","29.7","","","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1944-11","1944","11","4.7","","-1.4","","1.7","","20.0","","-11.7","","21.1","","46.2","","67.3","","","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1944-12","1944","12","-6.2","","-15.0","","-10.6","","2.2","S","-29.4","","26.9","","90.2","","117.1","","","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1945-01","1945","01","-10.8","","-20.4","","-15.6","","0.0","","-32.2","","0.0","T","30.0","","30.0","","","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1945-02","1945","02","-3.4","","-12.9","","-8.2","","6.1","","-23.3","","14.0","","44.2","","58.2","","","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1945-03","1945","03","7.5","","-2.3","","2.6","","25.0","","-14.4","S","52.6","","11.4","","64.0","","","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1945-04","1945","04","13.6","","3.0","","8.3","","26.7","","-4.4","","103.1","","0.0","T","103.1","","","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1945-05","1945","05","14.7","","5.1","","9.9","","25.6","S","-2.2","","135.1","","0.0","T","135.1","","","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1945-06","1945","06","23.0","","11.9","","17.5","","31.1","","0.6","","64.3","","0.0","","64.3","","","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1945-07","1945","07","25.7","","14.7","","20.2","","31.7","","6.7","","103.9","","0.0","","103.9","","","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1945-08","1945","08","25.8","","14.0","","19.9","","31.7","","6.7","","89.7","","0.0","","89.7","","","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1945-09","1945","09","20.6","","10.3","","15.5","","32.2","","-1.1","","173.0","","0.0","","173.0","","","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1945-10","1945","10","12.6","","2.7","","7.7","","22.8","","-3.3","S","64.3","","1.8","","66.0","","","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1945-11","1945","11","4.7","","-3.5","","0.6","","19.4","","-12.2","","49.5","","24.6","","74.2","","","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1945-12","1945","12","-5.3","","-13.1","","-9.2","","4.4","","-23.9","","21.1","","25.9","","47.0","","","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1946-01","1946","01","-6.4","","-15.6","","-11.0","","8.3","","-30.6","","25.4","","64.8","","90.2","","","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1946-02","1946","02","-7.7","","-18.2","","-13.0","","7.8","","-26.7","","11.2","","31.0","","42.2","","","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1946-03","1946","03","9.1","","-2.4","","3.4","","26.7","","-12.2","","27.2","","3.8","","31.0","","","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1946-04","1946","04","11.0","","-0.1","","5.5","","26.7","","-7.2","","52.3","","14.2","","66.5","","","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1946-05","1946","05","17.1","","5.8","","11.5","","26.7","","-2.8","","77.2","","0.0","T","77.2","","","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1946-06","1946","06","23.7","","11.0","","17.4","","32.8","","3.9","","99.8","","0.0","","99.8","","","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1946-07","1946","07","26.9","","13.8","","20.4","","35.0","","5.0","","61.2","","0.0","","61.2","","","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1946-08","1946","08","23.4","","11.8","","17.6","","32.2","","3.9","","84.8","","0.0","","84.8","","","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1946-09","1946","09","22.3","","9.3","","15.8","","30.6","","1.7","","77.0","","1.5","","78.5","","","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1946-10","1946","10","15.9","","3.3","","9.6","","27.8","","-7.8","","118.9","","7.6","","126.5","","","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1946-11","1946","11","6.1","","-2.6","","1.8","","14.4","","-15.0","","60.5","","27.4","","87.9","","","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1946-12","1946","12","-2.8","","-11.1","","-7.0","","11.7","","-26.1","","57.9","","66.8","","124.7","","","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1947-01","1947","01","-4.5","","-15.8","","-10.2","","3.9","S","-29.4","","51.8","","57.4","","109.2","","36","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1947-02","1947","02","-6.5","","-16.2","","-11.4","","1.1","S","-26.1","","0.0","T","48.5","","48.5","","56","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1947-03","1947","03","0.7","","-7.5","","-3.4","","5.6","","-14.4","S","31.5","","106.7","","138.2","","20","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1947-04","1947","04","7.7","","-2.1","","2.8","","16.7","","-8.3","","54.1","","21.3","","76.2","","0","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1947-05","1947","05","15.6","","4.8","","10.2","","25.6","","-3.3","","127.8","","0.3","","128.0","","0","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1947-06","1947","06","22.2","","11.7","","17.0","","31.7","","5.0","","106.9","","0.0","","106.9","","0","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1947-07","1947","07","25.6","","15.6","","20.6","","30.6","","8.9","","123.7","","0.0","","123.7","","0","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1947-08","1947","08","28.6","","15.9","","22.3","","35.6","","6.1","","33.0","","0.0","","33.0","","0","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1947-09","1947","09","20.7","","9.0","","14.9","","31.1","S","-2.8","","125.0","","0.0","","125.0","","0","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1947-10","1947","10","19.0","","5.9","","12.5","","26.7","S","-3.9","S","7.1","","0.0","","7.1","","0","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1947-11","1947","11","4.4","","-4.0","","0.2","","15.0","","-17.2","","39.4","","24.6","","64.0","","13","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1947-12","1947","12","-5.6","","-13.1","","-9.4","","3.9","S","-23.9","","9.7","","30.7","","40.4","","15","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1948-01","1948","01","-8.2","","-17.6","","-12.9","","3.3","","-28.9","","0.0","T","29.7","","29.7","","25","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1948-02","1948","02","-5.7","","-18.2","","-12.0","","7.2","","-33.3","","17.8","","31.8","","49.5","","28","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1948-03","1948","03","1.4","","-9.2","","-3.9","","13.3","","-23.9","","78.5","","26.9","","105.4","","0","T","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1948-04","1948","04","12.6","","0.7","","6.7","","21.1","S","-7.8","","55.1","","0.0","T","55.1","","0","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1948-05","1948","05","17.3","","6.2","","11.8","","26.1","","0.6","","79.8","","0.0","","79.8","","0","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1948-06","1948","06","23.2","","11.1","","17.2","","30.0","","2.8","","70.1","","0.0","","70.1","","0","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1948-07","1948","07","26.8","","14.1","","20.5","","32.2","S","8.9","","85.3","","0.0","","85.3","","0","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1948-08","1948","08","26.6","","14.0","","20.3","","35.0","","6.1","","59.9","","0.0","","59.9","","0","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1948-09","1948","09","22.9","","10.0","","16.5","","30.6","","1.1","","13.2","","0.0","","13.2","","0","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1948-10","1948","10","13.3","","2.3","","7.8","","22.8","S","-4.4","","61.5","","0.0","T","61.5","","0","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1948-11","1948","11","8.7","","1.2","","5.0","","20.0","","-6.7","","103.1","","2.8","","105.9","","0","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1948-12","1948","12","-0.1","","-7.8","","-4.0","","8.9","","-25.0","","23.1","","60.5","","83.6","","18","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1949-01","1949","01","-3.6","","-12.5","","-8.1","","8.3","","-22.2","","19.3","","49.8","","69.1","","28","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1949-02","1949","02","-2.2","","-12.5","","-7.4","","6.7","","-23.9","","3.8","","31.8","","35.6","","36","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1949-03","1949","03","0.2","","-8.7","","-4.3","","8.3","","-23.3","","13.5","","38.9","","52.3","","3","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1949-04","1949","04","11.5","","0.3","","5.9","","22.8","","-3.9","","78.0","","6.6","","84.6","","0","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1949-05","1949","05","19.2","","6.3","","12.8","","28.3","","-1.1","S","46.7","","0.0","","46.7","","0","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1949-06","1949","06","26.4","","14.5","","20.5","","32.8","","4.4","","77.5","","0.0","","77.5","","0","","","","",""
"-75.67","45.32","OTTAWA MACDONALD-CARTIER INT'L A","6106000","1949-07","1949","07","29.2","","15.4","","22.3","","35.6","","10.6","S","63.0","","0.0","","63.0","","0","","","","",""
