"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1938-11","1938","11","9.0","","-2.7","","3.2","","20.0","","-12.2","","30.5","","2.5","","33.0","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1938-12","1938","12","1.1","","-6.1","","-2.5","","10.0","","-16.7","","13.7","","13.7","","27.4","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1939-01","1939","01","-1.3","","-12.0","","-6.7","","11.1","","-29.4","","2.5","","45.7","","48.3","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1939-02","1939","02","-0.5","","-11.1","","-5.8","","6.1","","-23.9","","30.2","","57.9","","88.1","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1939-03","1939","03","0.7","","-7.8","","-3.6","","11.7","","-20.0","","26.2","","54.4","","80.5","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1939-04","1939","04","8.2","","-0.1","","4.1","","23.9","","-5.0","S","57.7","","32.5","","90.2","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1939-05","1939","05","21.1","","6.6","","13.9","","31.7","","-2.2","","26.4","","0.0","","26.4","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1939-06","1939","06","24.6","","11.4","","18.0","","32.8","","5.0","","51.8","","0.0","","51.8","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1939-07","1939","07","28.2","","13.5","","20.9","","34.4","","6.1","","39.4","","0.0","","39.4","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1939-08","1939","08","28.7","","14.7","","21.7","","32.8","","10.0","","51.6","","0.0","","51.6","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1939-09","1939","09","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1939-10","1939","10","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1939-11","1939","11","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1939-12","1939","12","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1940-01","1940","01","-5.2","","-13.6","","-9.4","","5.0","","-26.1","","26.7","","21.6","","48.3","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1940-02","1940","02","-2.2","","-10.1","","-6.2","","3.3","","-22.8","","6.9","","27.2","","34.0","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1940-03","1940","03","-1.3","","-9.1","","-5.2","","6.7","S","-18.9","","13.2","","35.1","","48.3","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1940-04","1940","04","8.8","","-0.6","","4.1","","18.9","","-8.3","","45.5","","5.3","","50.8","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1940-05","1940","05","16.7","","6.6","","11.7","","25.6","","0.0","","123.4","","0.0","","123.4","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1940-06","1940","06","21.9","","11.2","","16.6","","30.0","S","3.3","","86.1","","0.0","","86.1","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1940-07","1940","07","26.6","","14.3","","20.5","","32.8","","7.8","","70.9","","0.0","","70.9","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1940-08","1940","08","25.1","","13.6","","19.4","","32.2","","4.4","S","84.1","","0.0","","84.1","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1940-09","1940","09","20.3","","9.8","","15.1","","30.0","","0.6","","102.4","","0.0","T","102.4","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1940-10","1940","10","12.8","","1.9","","7.4","","22.8","S","-6.1","S","45.5","","0.0","T","45.5","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1940-11","1940","11","5.9","","-1.6","","2.2","","18.3","","-11.1","","53.3","","61.0","","114.3","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1940-12","1940","12","0.6","","-7.7","","-3.6","","8.3","","-25.0","","68.1","","14.5","","82.6","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1941-01","1941","01","-3.1","","-10.6","","-6.9","","3.3","","-25.6","","21.1","","50.0","","71.1","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1941-02","1941","02","-2.6","","-9.8","","-6.2","","6.7","","-18.9","","6.4","","24.6","","31.0","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1941-03","1941","03","0.6","","-8.1","","-3.8","","6.1","","-18.3","","23.6","","13.2","","36.8","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1941-04","1941","04","15.5","","2.9","","9.2","","26.7","S","-2.8","","45.0","","0.0","","45.0","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1941-05","1941","05","20.3","","7.5","","13.9","","32.2","","-2.2","","53.8","","0.0","","53.8","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1941-06","1941","06","25.4","","13.2","","19.3","","35.0","","4.4","","75.7","","0.0","","75.7","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1941-07","1941","07","27.7","","15.3","","21.5","","36.1","","9.4","S","68.1","","0.0","","68.1","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1941-08","1941","08","25.6","","13.4","","19.5","","34.4","","5.0","","39.4","","0.0","","39.4","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1941-09","1941","09","23.2","","10.4","","16.8","","31.7","S","1.7","","25.1","","0.0","","25.1","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1941-10","1941","10","14.7","","5.2","","10.0","","28.3","","-3.3","","89.2","","0.0","","89.2","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1941-11","1941","11","8.5","","0.8","","4.7","","20.6","","-5.6","","52.6","","0.0","T","52.6","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1941-12","1941","12","1.9","","-4.8","","-1.5","","15.6","","-16.7","","24.9","","16.3","","41.1","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1942-01","1942","01","-1.4","","-9.6","","-5.5","","6.1","","-24.4","","21.8","","15.2","","37.1","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1942-02","1942","02","-4.3","","-11.0","","-7.7","","2.8","S","-24.4","","13.0","","28.2","","41.1","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1942-03","1942","03","4.3","","-1.5","","1.4","","12.8","","-5.6","","94.0","","23.1","","117.1","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1942-04","1942","04","14.7","","3.1","","8.9","","28.3","","-2.8","S","29.7","","13.7","","43.4","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1942-05","1942","05","18.2","","7.6","","12.9","","30.0","","-2.8","","208.5","","0.0","T","208.5","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1942-06","1942","06","23.4","","12.2","","17.8","","31.7","","6.1","","32.8","","0.0","","32.8","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1942-07","1942","07","26.7","","13.7","","20.2","","34.4","S","6.7","","110.0","","0.0","","110.0","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1942-08","1942","08","25.7","","13.6","","19.7","","32.2","S","2.8","","28.7","","0.0","","28.7","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1942-09","1942","09","20.9","","9.3","","15.1","","30.6","S","-1.1","","99.8","","0.0","","99.8","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1942-10","1942","10","14.6","","4.3","","9.5","","23.9","","-1.7","S","56.4","","0.0","T","56.4","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1942-11","1942","11","7.2","","-1.6","","2.8","","17.2","","-13.3","","58.4","","19.6","","78.0","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1942-12","1942","12","-1.8","","-9.4","","-5.6","","3.3","S","-31.1","","56.4","","53.6","","110.0","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1943-01","1943","01","-4.9","","-13.3","","-9.1","","3.3","","-27.2","","2.5","","68.3","","70.9","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1943-02","1943","02","-0.5","","-9.9","","-5.2","","9.4","","-31.1","","32.3","","16.5","","48.8","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1943-03","1943","03","1.8","","-8.0","","-3.1","","15.0","","-25.6","","67.1","","18.3","","85.3","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1943-04","1943","04","7.3","","-1.7","","2.8","","21.7","","-9.4","","50.8","","5.8","","56.6","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1943-05","1943","05","17.2","","6.9","","12.1","","27.2","","-2.2","","104.4","","0.0","","104.4","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1943-06","1943","06","26.4","","13.8","","20.1","","34.4","","6.1","","45.2","","0.0","","45.2","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1943-07","1943","07","27.1","","14.8","","21.0","","31.7","","6.7","S","86.6","","0.0","","86.6","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1943-08","1943","08","25.8","","13.9","","19.9","","32.8","S","7.2","","49.3","","0.0","","49.3","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1943-09","1943","09","20.6","","8.4","","14.5","","34.4","","-1.1","","35.1","","0.0","","35.1","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1943-10","1943","10","13.6","","2.9","","8.3","","25.6","S","-2.8","","73.4","","0.0","T","73.4","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1943-11","1943","11","5.2","","-1.4","","1.9","","12.8","","-9.4","","29.2","","11.4","","40.6","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1943-12","1943","12","-0.2","","-9.3","","-4.8","","6.7","","-23.9","","10.7","","4.8","","15.5","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1944-01","1944","01","1.4","","-6.8","","-2.7","","12.8","","-19.4","","10.4","","9.7","","20.1","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1944-02","1944","02","-1.4","","-10.6","","-6.0","","7.8","","-28.3","","5.8","","57.4","","63.2","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1944-03","1944","03","0.3","","-7.4","","-3.6","","11.7","","-21.7","","53.3","","28.2","","81.5","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1944-04","1944","04","8.9","","-0.4","","4.3","","23.3","","-7.8","","71.1","","11.7","","82.8","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1944-05","1944","05","21.1","","9.3","","15.2","","31.1","","2.8","S","137.9","","0.0","","137.9","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1944-06","1944","06","24.1","","13.1","","18.6","","34.4","","6.7","S","102.4","","0.0","","102.4","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1944-07","1944","07","27.4","","14.5","","21.0","","31.7","","9.4","","90.2","","0.0","","90.2","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1944-08","1944","08","27.9","","14.7","","21.3","","36.1","","7.8","","54.9","","0.0","","54.9","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1944-09","1944","09","21.2","","10.3","","15.8","","28.3","","0.0","","64.0","","0.0","","64.0","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1944-10","1944","10","14.9","","2.9","","8.9","","24.4","","-6.1","","17.5","","0.0","","17.5","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1944-11","1944","11","6.8","","-0.2","","3.3","","21.1","","-7.8","","30.5","","12.2","","42.7","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1944-12","1944","12","-1.6","","-9.7","","-5.7","","7.8","","-22.8","","6.1","","64.5","","70.6","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1945-01","1945","01","-7.2","","-16.6","","-11.9","","2.2","","-29.4","","0.3","","39.9","","40.1","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1945-02","1945","02","-1.3","","-10.7","","-6.0","","5.0","","-22.2","","13.2","","34.5","","47.8","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1945-03","1945","03","10.4","","-0.3","","5.1","","25.6","","-9.4","S","110.7","","3.3","","114.0","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1945-04","1945","04","12.9","","2.4","","7.7","","25.0","","-3.9","S","75.7","","7.4","","83.1","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1945-05","1945","05","14.3","","4.5","","9.4","","25.0","","-0.6","","145.0","","0.0","T","145.0","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1945-06","1945","06","22.2","","11.1","","16.7","","33.3","","1.1","","81.3","","0.0","T","81.3","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1945-07","1945","07","25.6","","13.7","","19.7","","32.2","","5.0","","118.1","","0.0","","118.1","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1945-08","1945","08","25.6","","14.2","","19.9","","31.1","S","6.1","","49.0","","0.0","","49.0","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1945-09","1945","09","21.2","","10.6","","15.9","","31.7","","0.0","","128.8","","0.0","","128.8","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1945-10","1945","10","13.9","","2.8","","8.4","","23.3","","-2.2","","56.4","","0.8","","57.2","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1945-11","1945","11","7.2","","-0.6","","3.3","","18.9","","-6.7","S","42.2","","12.4","","54.6","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1945-12","1945","12","-2.0","","-10.2","","-6.1","","6.7","","-21.1","","28.7","","13.0","","41.7","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1946-01","1946","01","-0.9","","-9.7","","-5.3","","13.9","","-22.8","","61.5","","36.1","","97.5","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1946-02","1946","02","-2.3","","-11.4","","-6.9","","7.8","","-24.4","","33.5","","24.4","","57.9","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1946-03","1946","03","10.8","","-0.5","","5.2","","25.6","","-10.0","","28.4","","0.0","T","28.4","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1946-04","1946","04","12.2","","-0.2","","6.0","","24.4","","-5.0","","14.5","","2.5","","17.0","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1946-05","1946","05","17.8","","5.3","","11.6","","27.2","","-2.8","","95.5","","0.0","","95.5","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1946-06","1946","06","23.4","","10.8","","17.1","","32.8","","3.3","","43.7","","0.0","","43.7","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1946-07","1946","07","27.6","","13.2","","20.4","","35.6","","7.8","","79.2","","0.0","","79.2","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1946-08","1946","08","24.1","","12.3","","18.2","","31.7","","7.8","","37.8","","0.0","","37.8","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1946-09","1946","09","22.6","","9.9","","16.3","","30.0","","2.2","","73.7","","0.0","","73.7","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1946-10","1946","10","18.1","","5.3","","11.7","","29.4","","-1.1","S","81.0","","0.0","","81.0","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1946-11","1946","11","8.6","","0.7","","4.7","","15.6","","-5.0","","36.6","","7.9","","44.5","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1946-12","1946","12","1.7","","-6.9","","-2.6","","18.9","","-18.3","S","32.5","","17.8","","50.3","","","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1947-01","1947","01","-0.1","","-9.0","","-4.6","","6.7","","-19.4","","45.7","","52.6","","98.3","","23","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1947-02","1947","02","-3.0","","-11.4","","-7.2","","5.0","","-18.3","","0.0","T","27.2","","27.2","","30","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1947-03","1947","03","1.9","","-6.3","","-2.2","","10.0","","-12.2","","24.4","","22.4","","46.7","","0","T","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1947-04","1947","04","10.0","","0.2","","5.1","","21.7","","-4.4","S","56.4","","18.5","","74.9","","0","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1947-05","1947","05","16.4","","4.9","","10.7","","25.6","","-3.9","","84.8","","0.0","T","84.8","","0","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1947-06","1947","06","23.2","","11.5","","17.4","","32.8","","2.8","","117.1","","0.0","","117.1","","0","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1947-07","1947","07","25.7","","14.8","","20.3","","31.7","","7.2","","103.1","","0.0","","103.1","","0","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1947-08","1947","08","28.4","","16.6","","22.5","","35.6","","6.7","","61.0","","0.0","","61.0","","0","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1947-09","1947","09","22.4","","10.4","","16.4","","31.1","S","-2.2","","37.6","","0.0","","37.6","","0","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1947-10","1947","10","20.0","","6.9","","13.5","","28.3","","-1.7","","34.3","","0.0","","34.3","","0","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1947-11","1947","11","5.9","","-1.7","","2.1","","15.6","","-10.6","","17.5","","12.2","","29.7","","5","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1947-12","1947","12","-0.4","","-8.7","","-4.6","","7.2","","-20.0","","19.6","","24.6","","44.2","","5","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1948-01","1948","01","-4.7","","-14.7","","-9.7","","2.8","","-28.3","","2.5","","37.6","","40.1","","18","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1948-02","1948","02","-2.7","","-12.9","","-7.8","","8.9","","-27.8","","33.5","","33.5","","67.1","","0","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1948-03","1948","03","3.6","","-7.7","","-2.1","","17.8","","-27.8","","44.5","","13.5","","57.9","","0","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1948-04","1948","04","13.3","","1.9","","7.6","","22.8","","-6.7","","52.6","","0.0","T","52.6","","0","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1948-05","1948","05","17.4","","4.9","","11.2","","25.6","","0.6","S","62.7","","0.0","T","62.7","","0","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1948-06","1948","06","24.2","","11.6","","17.9","","32.2","","4.4","","80.5","","0.0","","80.5","","0","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1948-07","1948","07","27.6","","14.3","","21.0","","33.3","","10.0","","51.3","","0.0","","51.3","","0","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1948-08","1948","08","27.6","","14.2","","20.9","","38.3","","6.7","","48.5","","0.0","","48.5","","0","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1948-09","1948","09","24.0","","11.7","","17.9","","31.7","S","3.9","","154.4","","0.0","","154.4","","0","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1948-10","1948","10","12.7","","4.0","","8.4","","21.7","","-3.9","","58.4","","0.0","T","58.4","","0","","","","",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","1948-11","1948","11","9.6","","2.9","","6.3","","18.3","","-2.8","","80.3","","0.8","","81.0","","0","","","","",""
